mid,name,gen,hp,atk_mid,axis,loadout,spec,hit_pct,raw,after,drop_mult,taken
18,Demon,8,1871,55.0,in_phys,heavy_Merien10_PA50,50,,55,,1.524,27
18,Demon,8,1871,55.0,in_phys,stack_PA70,50,,55,,1.524,17
18,Demon,8,1871,55.0,in_phys,cap_PA80,50,,55,,1.524,11
19,Detector,0,0,5.0,out_magic,bare,0,97,69.1,69,1.0,
19,Detector,0,0,5.0,out_magic,MS20,0,97,69.1,69,1.0,
19,Detector,0,0,5.0,out_magic,MS22_HR50,0,97,69.1,69,1.0,
19,Detector,0,0,5.0,out_magic,MS22_HR91,0,97,69.1,69,1.0,
19,Detector,0,0,5.0,out_magic,ZW20,0,97,86.4,86,1.0,
19,Detector,0,0,5.0,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
19,Detector,0,0,5.0,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
19,Detector,0,0,5.0,out_phys,bare_hand,0,77,13.0,13,1.0,
19,Detector,0,0,5.0,out_phys,LongSword+2,0,77,8.7,9,1.0,
19,Detector,0,0,5.0,out_phys,GiantSword,0,77,18.6,19,1.0,
19,Detector,0,0,5.0,out_phys,GS_Hero,0,87,23.6,24,1.0,
19,Detector,0,0,5.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
19,Detector,0,0,5.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
19,Detector,0,0,5.0,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
19,Detector,0,0,5.0,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
19,Detector,0,0,5.0,in_phys,naked_PA0,0,,5,,1.0,5
19,Detector,0,0,5.0,in_phys,light_PA20,0,,5,,1.0,4
19,Detector,0,0,5.0,in_phys,heavy_PA40,0,,5,,1.0,3
19,Detector,0,0,5.0,in_phys,heavy_Merien5_PA45,0,,5,,1.0,3
19,Detector,0,0,5.0,in_phys,heavy_Merien10_PA50,0,,5,,1.0,3
19,Detector,0,0,5.0,in_phys,stack_PA70,0,,5,,1.0,2
19,Detector,0,0,5.0,in_phys,cap_PA80,0,,5,,1.0,1
19,Detector,0,0,5.0,out_magic,bare,50,97,69.1,70,1.534,
19,Detector,0,0,5.0,out_magic,MS20,50,97,69.1,70,1.534,
19,Detector,0,0,5.0,out_magic,MS22_HR50,50,97,69.1,70,1.534,
19,Detector,0,0,5.0,out_magic,MS22_HR91,50,97,69.1,70,1.534,
19,Detector,0,0,5.0,out_magic,ZW20,50,97,86.4,87,1.534,
19,Detector,0,0,5.0,out_magic,ZW20_HeroMage,50,97,91.4,92,1.534,
19,Detector,0,0,5.0,out_magic,bare_HeroMage,50,97,73.1,74,1.534,
19,Detector,0,0,5.0,out_phys,bare_hand,50,77,13.0,14,1.534,
19,Detector,0,0,5.0,out_phys,LongSword+2,50,77,8.7,10,1.534,
19,Detector,0,0,5.0,out_phys,GiantSword,50,77,18.6,20,1.534,
19,Detector,0,0,5.0,out_phys,GS_Hero,50,87,23.6,25,1.534,
19,Detector,0,0,5.0,out_phys,GS_Hero_NOX,50,97,23.6,25,1.534,
19,Detector,0,0,5.0,out_phys,GS_Hero_NOX_Xelima7,50,97,30.6,32,1.534,
19,Detector,0,0,5.0,out_phys,GS_Hero_NOX_Abaddon17,50,97,40.6,42,1.534,
19,Detector,0,0,5.0,out_phys,GS_full_upg10,50,97,50.6,52,1.534,
19,Detector,0,0,5.0,in_phys,naked_PA0,50,,5,,1.534,5
19,Detector,0,0,5.0,in_phys,light_PA20,50,,5,,1.534,4
19,Detector,0,0,5.0,in_phys,heavy_PA40,50,,5,,1.534,3
19,Detector,0,0,5.0,in_phys,heavy_Merien5_PA45,50,,5,,1.534,3
19,Detector,0,0,5.0,in_phys,heavy_Merien10_PA50,50,,5,,1.534,3
19,Detector,0,0,5.0,in_phys,stack_PA70,50,,5,,1.534,2
19,Detector,0,0,5.0,in_phys,cap_PA80,50,,5,,1.534,1
20,Frost,7,716,28.0,out_magic,bare,0,78,69.1,69,1.0,
20,Frost,7,716,28.0,out_magic,MS20,0,78,69.1,69,1.0,
20,Frost,7,716,28.0,out_magic,MS22_HR50,0,83,69.1,69,1.0,
20,Frost,7,716,28.0,out_magic,MS22_HR91,0,87,69.1,69,1.0,
20,Frost,7,716,28.0,out_magic,ZW20,0,78,86.4,86,1.0,
20,Frost,7,716,28.0,out_magic,ZW20_HeroMage,0,78,91.4,91,1.0,
20,Frost,7,716,28.0,out_magic,bare_HeroMage,0,78,73.1,73,1.0,
20,Frost,7,716,28.0,out_phys,bare_hand,0,71,13.0,13,1.0,
20,Frost,7,716,28.0,out_phys,LongSword+2,0,71,8.7,9,1.0,
20,Frost,7,716,28.0,out_phys,GiantSword,0,71,18.6,19,1.0,
20,Frost,7,716,28.0,out_phys,GS_Hero,0,81,23.6,24,1.0,
20,Frost,7,716,28.0,out_phys,GS_Hero_NOX,0,91,23.6,24,1.0,
20,Frost,7,716,28.0,out_phys,GS_Hero_NOX_Xelima7,0,91,30.6,31,1.0,
20,Frost,7,716,28.0,out_phys,GS_Hero_NOX_Abaddon17,0,91,40.6,41,1.0,
20,Frost,7,716,28.0,out_phys,GS_full_upg10,0,91,50.6,51,1.0,
20,Frost,7,716,28.0,in_phys,naked_PA0,0,,28,,1.0,28
20,Frost,7,716,28.0,in_phys,light_PA20,0,,28,,1.0,23
20,Frost,7,716,28.0,in_phys,heavy_PA40,0,,28,,1.0,17
20,Frost,7,716,28.0,in_phys,heavy_Merien5_PA45,0,,28,,1.0,16
20,Frost,7,716,28.0,in_phys,heavy_Merien10_PA50,0,,28,,1.0,14
20,Frost,7,716,28.0,in_phys,stack_PA70,0,,28,,1.0,9
20,Frost,7,716,28.0,in_phys,cap_PA80,0,,28,,1.0,6
20,Frost,7,716,28.0,out_magic,bare,50,78,69.1,70,1.529,
20,Frost,7,716,28.0,out_magic,MS20,50,78,69.1,70,1.529,
20,Frost,7,716,28.0,out_magic,MS22_HR50,50,83,69.1,70,1.529,
20,Frost,7,716,28.0,out_magic,MS22_HR91,50,87,69.1,70,1.529,
20,Frost,7,716,28.0,out_magic,ZW20,50,78,86.4,87,1.529,
20,Frost,7,716,28.0,out_magic,ZW20_HeroMage,50,78,91.4,92,1.529,
20,Frost,7,716,28.0,out_magic,bare_HeroMage,50,78,73.1,74,1.529,
20,Frost,7,716,28.0,out_phys,bare_hand,50,71,13.0,14,1.529,
20,Frost,7,716,28.0,out_phys,LongSword+2,50,71,8.7,10,1.529,
20,Frost,7,716,28.0,out_phys,GiantSword,50,71,18.6,20,1.529,
20,Frost,7,716,28.0,out_phys,GS_Hero,50,81,23.6,25,1.529,
20,Frost,7,716,28.0,out_phys,GS_Hero_NOX,50,91,23.6,25,1.529,
20,Frost,7,716,28.0,out_phys,GS_Hero_NOX_Xelima7,50,91,30.6,32,1.529,
20,Frost,7,716,28.0,out_phys,GS_Hero_NOX_Abaddon17,50,91,40.6,42,1.529,
20,Frost,7,716,28.0,out_phys,GS_full_upg10,50,91,50.6,52,1.529,
20,Frost,7,716,28.0,in_phys,naked_PA0,50,,28,,1.529,27
20,Frost,7,716,28.0,in_phys,light_PA20,50,,28,,1.529,22
20,Frost,7,716,28.0,in_phys,heavy_PA40,50,,28,,1.529,17
20,Frost,7,716,28.0,in_phys,heavy_Merien5_PA45,50,,28,,1.529,15
20,Frost,7,716,28.0,in_phys,heavy_Merien10_PA50,50,,28,,1.529,14
20,Frost,7,716,28.0,in_phys,stack_PA70,50,,28,,1.529,9
20,Frost,7,716,28.0,in_phys,cap_PA80,50,,28,,1.529,6
21,Gargoyle,8,2201,71.5,out_magic,bare,0,78,69.1,69,1.0,
21,Gargoyle,8,2201,71.5,out_magic,MS20,0,78,69.1,69,1.0,
21,Gargoyle,8,2201,71.5,out_magic,MS22_HR50,0,83,69.1,69,1.0,
21,Gargoyle,8,2201,71.5,out_magic,MS22_HR91,0,87,69.1,69,1.0,
21,Gargoyle,8,2201,71.5,out_magic,ZW20,0,78,86.4,86,1.0,
21,Gargoyle,8,2201,71.5,out_magic,ZW20_HeroMage,0,78,91.4,91,1.0,
21,Gargoyle,8,2201,71.5,out_magic,bare_HeroMage,0,78,73.1,73,1.0,
21,Gargoyle,8,2201,71.5,out_phys,bare_hand,0,68,13.0,13,1.0,
21,Gargoyle,8,2201,71.5,out_phys,LongSword+2,0,68,8.7,9,1.0,
21,Gargoyle,8,2201,71.5,out_phys,GiantSword,0,68,18.6,19,1.0,
21,Gargoyle,8,2201,71.5,out_phys,GS_Hero,0,78,23.6,24,1.0,
21,Gargoyle,8,2201,71.5,out_phys,GS_Hero_NOX,0,88,23.6,24,1.0,
21,Gargoyle,8,2201,71.5,out_phys,GS_Hero_NOX_Xelima7,0,88,30.6,31,1.0,
21,Gargoyle,8,2201,71.5,out_phys,GS_Hero_NOX_Abaddon17,0,88,40.6,41,1.0,
21,Gargoyle,8,2201,71.5,out_phys,GS_full_upg10,0,88,50.6,51,1.0,
21,Gargoyle,8,2201,71.5,in_phys,naked_PA0,0,,72,,1.0,72
21,Gargoyle,8,2201,71.5,in_phys,light_PA20,0,,72,,1.0,58
21,Gargoyle,8,2201,71.5,in_phys,heavy_PA40,0,,72,,1.0,44
21,Gargoyle,8,2201,71.5,in_phys,heavy_Merien5_PA45,0,,72,,1.0,40
21,Gargoyle,8,2201,71.5,in_phys,heavy_Merien10_PA50,0,,72,,1.0,36
21,Gargoyle,8,2201,71.5,in_phys,stack_PA70,0,,72,,1.0,22
21,Gargoyle,8,2201,71.5,in_phys,cap_PA80,0,,72,,1.0,15
21,Gargoyle,8,2201,71.5,out_magic,bare,50,80,69.1,70,1.524,
21,Gargoyle,8,2201,71.5,out_magic,MS20,50,80,69.1,70,1.524,
21,Gargoyle,8,2201,71.5,out_magic,MS22_HR50,50,85,69.1,70,1.524,
21,Gargoyle,8,2201,71.5,out_magic,MS22_HR91,50,89,69.1,70,1.524,
21,Gargoyle,8,2201,71.5,out_magic,ZW20,50,80,86.4,88,1.524,
21,Gargoyle,8,2201,71.5,out_magic,ZW20_HeroMage,50,80,91.4,93,1.524,
21,Gargoyle,8,2201,71.5,out_magic,bare_HeroMage,50,80,73.1,74,1.524,
21,Gargoyle,8,2201,71.5,out_phys,bare_hand,50,70,13.0,13,1.524,
21,Gargoyle,8,2201,71.5,out_phys,LongSword+2,50,70,8.7,9,1.524,
21,Gargoyle,8,2201,71.5,out_phys,GiantSword,50,70,18.6,19,1.524,
21,Gargoyle,8,2201,71.5,out_phys,GS_Hero,50,80,23.6,24,1.524,
21,Gargoyle,8,2201,71.5,out_phys,GS_Hero_NOX,50,90,23.6,24,1.524,
21,Gargoyle,8,2201,71.5,out_phys,GS_Hero_NOX_Xelima7,50,90,30.6,32,1.524,
21,Gargoyle,8,2201,71.5,out_phys,GS_Hero_NOX_Abaddon17,50,90,40.6,42,1.524,
21,Gargoyle,8,2201,71.5,out_phys,GS_full_upg10,50,90,50.6,52,1.524,
21,Gargoyle,8,2201,71.5,in_phys,naked_PA0,50,,72,,1.524,71
21,Gargoyle,8,2201,71.5,in_phys,light_PA20,50,,72,,1.524,57
21,Gargoyle,8,2201,71.5,in_phys,heavy_PA40,50,,72,,1.524,43
21,Gargoyle,8,2201,71.5,in_phys,heavy_Merien5_PA45,50,,72,,1.524,40
21,Gargoyle,8,2201,71.5,in_phys,heavy_Merien10_PA50,50,,72,,1.524,36
21,Gargoyle,8,2201,71.5,in_phys,stack_PA70,50,,72,,1.524,22
21,Gargoyle,8,2201,71.5,in_phys,cap_PA80,50,,72,,1.524,15
22,God's Hand Knight,0,0,5.0,out_magic,bare,0,97,69.1,69,1.0,
22,God's Hand Knight,0,0,5.0,out_magic,MS20,0,97,69.1,69,1.0,
22,God's Hand Knight,0,0,5.0,out_magic,MS22_HR50,0,97,69.1,69,1.0,
22,God's Hand Knight,0,0,5.0,out_magic,MS22_HR91,0,97,69.1,69,1.0,
22,God's Hand Knight,0,0,5.0,out_magic,ZW20,0,97,86.4,86,1.0,
22,God's Hand Knight,0,0,5.0,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
22,God's Hand Knight,0,0,5.0,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
22,God's Hand Knight,0,0,5.0,out_phys,bare_hand,0,77,13.0,13,1.0,
22,God's Hand Knight,0,0,5.0,out_phys,LongSword+2,0,77,8.7,9,1.0,
22,God's Hand Knight,0,0,5.0,out_phys,GiantSword,0,77,18.6,19,1.0,
22,God's Hand Knight,0,0,5.0,out_phys,GS_Hero,0,87,23.6,24,1.0,
22,God's Hand Knight,0,0,5.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
22,God's Hand Knight,0,0,5.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
22,God's Hand Knight,0,0,5.0,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
22,God's Hand Knight,0,0,5.0,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
22,God's Hand Knight,0,0,5.0,in_phys,naked_PA0,0,,5,,1.0,5
22,God's Hand Knight,0,0,5.0,in_phys,light_PA20,0,,5,,1.0,4
22,God's Hand Knight,0,0,5.0,in_phys,heavy_PA40,0,,5,,1.0,3
22,God's Hand Knight,0,0,5.0,in_phys,heavy_Merien5_PA45,0,,5,,1.0,3
22,God's Hand Knight,0,0,5.0,in_phys,heavy_Merien10_PA50,0,,5,,1.0,3
22,God's Hand Knight,0,0,5.0,in_phys,stack_PA70,0,,5,,1.0,2
22,God's Hand Knight,0,0,5.0,in_phys,cap_PA80,0,,5,,1.0,1
22,God's Hand Knight,0,0,5.0,out_magic,bare,50,97,69.1,70,1.534,
22,God's Hand Knight,0,0,5.0,out_magic,MS20,50,97,69.1,70,1.534,
22,God's Hand Knight,0,0,5.0,out_magic,MS22_HR50,50,97,69.1,70,1.534,
22,God's Hand Knight,0,0,5.0,out_magic,MS22_HR91,50,97,69.1,70,1.534,
22,God's Hand Knight,0,0,5.0,out_magic,ZW20,50,97,86.4,87,1.534,
22,God's Hand Knight,0,0,5.0,out_magic,ZW20_HeroMage,50,97,91.4,92,1.534,
22,God's Hand Knight,0,0,5.0,out_magic,bare_HeroMage,50,97,73.1,74,1.534,
22,God's Hand Knight,0,0,5.0,out_phys,bare_hand,50,77,13.0,14,1.534,
22,God's Hand Knight,0,0,5.0,out_phys,LongSword+2,50,77,8.7,10,1.534,
22,God's Hand Knight,0,0,5.0,out_phys,GiantSword,50,77,18.6,20,1.534,
22,God's Hand Knight,0,0,5.0,out_phys,GS_Hero,50,87,23.6,25,1.534,
22,God's Hand Knight,0,0,5.0,out_phys,GS_Hero_NOX,50,97,23.6,25,1.534,
22,God's Hand Knight,0,0,5.0,out_phys,GS_Hero_NOX_Xelima7,50,97,30.6,32,1.534,
22,God's Hand Knight,0,0,5.0,out_phys,GS_Hero_NOX_Abaddon17,50,97,40.6,42,1.534,
22,God's Hand Knight,0,0,5.0,out_phys,GS_full_upg10,50,97,50.6,52,1.534,
22,God's Hand Knight,0,0,5.0,in_phys,naked_PA0,50,,5,,1.534,5
22,God's Hand Knight,0,0,5.0,in_phys,light_PA20,50,,5,,1.534,4
22,God's Hand Knight,0,0,5.0,in_phys,heavy_PA40,50,,5,,1.534,3
22,God's Hand Knight,0,0,5.0,in_phys,heavy_Merien5_PA45,50,,5,,1.534,3
22,God's Hand Knight,0,0,5.0,in_phys,heavy_Merien10_PA50,50,,5,,1.534,3
22,God's Hand Knight,0,0,5.0,in_phys,stack_PA70,50,,5,,1.534,2
22,God's Hand Knight,0,0,5.0,in_phys,cap_PA80,50,,5,,1.534,1
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,bare,0,97,69.1,69,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,MS20,0,97,69.1,69,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,MS22_HR50,0,97,69.1,69,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,MS22_HR91,0,97,69.1,69,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,ZW20,0,97,86.4,86,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,bare_hand,0,77,13.0,13,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,LongSword+2,0,77,8.7,9,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GiantSword,0,77,18.6,19,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_Hero,0,87,23.6,24,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,naked_PA0,0,,5,,1.0,5
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,light_PA20,0,,5,,1.0,4
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,heavy_PA40,0,,5,,1.0,3
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,heavy_Merien5_PA45,0,,5,,1.0,3
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,heavy_Merien10_PA50,0,,5,,1.0,3
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,stack_PA70,0,,5,,1.0,2
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,cap_PA80,0,,5,,1.0,1
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,bare,50,97,69.1,70,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,MS20,50,97,69.1,70,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,MS22_HR50,50,97,69.1,70,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,MS22_HR91,50,97,69.1,70,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,ZW20,50,97,86.4,87,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,ZW20_HeroMage,50,97,91.4,92,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_magic,bare_HeroMage,50,97,73.1,74,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,bare_hand,50,79,13.0,14,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,LongSword+2,50,79,8.7,10,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GiantSword,50,79,18.6,20,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_Hero,50,89,23.6,25,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX,50,97,23.6,25,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX_Xelima7,50,97,30.6,32,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_Hero_NOX_Abaddon17,50,97,40.6,42,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,out_phys,GS_full_upg10,50,97,50.6,52,1.524,
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,naked_PA0,50,,5,,1.524,4
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,light_PA20,50,,5,,1.524,4
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,heavy_PA40,50,,5,,1.524,3
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,heavy_Merien5_PA45,50,,5,,1.524,3
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,heavy_Merien10_PA50,50,,5,,1.524,2
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,stack_PA70,50,,5,,1.524,2
23,God's Hand Knight on Armored Battle Steed,0,0,5.0,in_phys,cap_PA80,50,,5,,1.524,1
24,Giant Cray Fish,5,386,28.0,out_magic,bare,0,97,69.1,69,1.0,
24,Giant Cray Fish,5,386,28.0,out_magic,MS20,0,97,69.1,69,1.0,
24,Giant Cray Fish,5,386,28.0,out_magic,MS22_HR50,0,97,69.1,69,1.0,
24,Giant Cray Fish,5,386,28.0,out_magic,MS22_HR91,0,97,69.1,69,1.0,
24,Giant Cray Fish,5,386,28.0,out_magic,ZW20,0,97,86.4,86,1.0,
24,Giant Cray Fish,5,386,28.0,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
24,Giant Cray Fish,5,386,28.0,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
24,Giant Cray Fish,5,386,28.0,out_phys,bare_hand,0,77,13.0,13,1.0,
24,Giant Cray Fish,5,386,28.0,out_phys,LongSword+2,0,77,8.7,9,1.0,
24,Giant Cray Fish,5,386,28.0,out_phys,GiantSword,0,77,18.6,19,1.0,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_Hero,0,87,23.6,24,1.0,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
24,Giant Cray Fish,5,386,28.0,in_phys,naked_PA0,0,,28,,1.0,28
24,Giant Cray Fish,5,386,28.0,in_phys,light_PA20,0,,28,,1.0,23
24,Giant Cray Fish,5,386,28.0,in_phys,heavy_PA40,0,,28,,1.0,17
24,Giant Cray Fish,5,386,28.0,in_phys,heavy_Merien5_PA45,0,,28,,1.0,16
24,Giant Cray Fish,5,386,28.0,in_phys,heavy_Merien10_PA50,0,,28,,1.0,14
24,Giant Cray Fish,5,386,28.0,in_phys,stack_PA70,0,,28,,1.0,9
24,Giant Cray Fish,5,386,28.0,in_phys,cap_PA80,0,,28,,1.0,6
24,Giant Cray Fish,5,386,28.0,out_magic,bare,50,97,69.1,70,1.524,
24,Giant Cray Fish,5,386,28.0,out_magic,MS20,50,97,69.1,70,1.524,
24,Giant Cray Fish,5,386,28.0,out_magic,MS22_HR50,50,97,69.1,70,1.524,
24,Giant Cray Fish,5,386,28.0,out_magic,MS22_HR91,50,97,69.1,70,1.524,
24,Giant Cray Fish,5,386,28.0,out_magic,ZW20,50,97,86.4,88,1.524,
24,Giant Cray Fish,5,386,28.0,out_magic,ZW20_HeroMage,50,97,91.4,93,1.524,
24,Giant Cray Fish,5,386,28.0,out_magic,bare_HeroMage,50,97,73.1,74,1.524,
24,Giant Cray Fish,5,386,28.0,out_phys,bare_hand,50,79,13.0,13,1.524,
24,Giant Cray Fish,5,386,28.0,out_phys,LongSword+2,50,79,8.7,9,1.524,
24,Giant Cray Fish,5,386,28.0,out_phys,GiantSword,50,79,18.6,19,1.524,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_Hero,50,89,23.6,24,1.524,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_Hero_NOX,50,97,23.6,24,1.524,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_Hero_NOX_Xelima7,50,97,30.6,32,1.524,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_Hero_NOX_Abaddon17,50,97,40.6,42,1.524,
24,Giant Cray Fish,5,386,28.0,out_phys,GS_full_upg10,50,97,50.6,52,1.524,
24,Giant Cray Fish,5,386,28.0,in_phys,naked_PA0,50,,28,,1.524,27
24,Giant Cray Fish,5,386,28.0,in_phys,light_PA20,50,,28,,1.524,22
24,Giant Cray Fish,5,386,28.0,in_phys,heavy_PA40,50,,28,,1.524,17
24,Giant Cray Fish,5,386,28.0,in_phys,heavy_Merien5_PA45,50,,28,,1.524,15
24,Giant Cray Fish,5,386,28.0,in_phys,heavy_Merien10_PA50,50,,28,,1.524,14
24,Giant Cray Fish,5,386,28.0,in_phys,stack_PA70,50,,28,,1.524,9
24,Giant Cray Fish,5,386,28.0,in_phys,cap_PA80,50,,28,,1.524,6
25,Giant Frog,5,193,21.0,out_magic,bare,0,97,69.1,69,1.0,
25,Giant Frog,5,193,21.0,out_magic,MS20,0,97,69.1,69,1.0,
25,Giant Frog,5,193,21.0,out_magic,MS22_HR50,0,97,69.1,69,1.0,
25,Giant Frog,5,193,21.0,out_magic,MS22_HR91,0,97,69.1,69,1.0,
25,Giant Frog,5,193,21.0,out_magic,ZW20,0,97,86.4,86,1.0,
25,Giant Frog,5,193,21.0,out_magic,ZW20_HeroMage,0,97,91.4,91,1.0,
25,Giant Frog,5,193,21.0,out_magic,bare_HeroMage,0,97,73.1,73,1.0,
25,Giant Frog,5,193,21.0,out_phys,bare_hand,0,77,13.0,13,1.0,
25,Giant Frog,5,193,21.0,out_phys,LongSword+2,0,77,8.7,9,1.0,
25,Giant Frog,5,193,21.0,out_phys,GiantSword,0,77,18.6,19,1.0,
25,Giant Frog,5,193,21.0,out_phys,GS_Hero,0,87,23.6,24,1.0,
25,Giant Frog,5,193,21.0,out_phys,GS_Hero_NOX,0,97,23.6,24,1.0,
25,Giant Frog,5,193,21.0,out_phys,GS_Hero_NOX_Xelima7,0,97,30.6,31,1.0,
25,Giant Frog,5,193,21.0,out_phys,GS_Hero_NOX_Abaddon17,0,97,40.6,41,1.0,
25,Giant Frog,5,193,21.0,out_phys,GS_full_upg10,0,97,50.6,51,1.0,
25,Giant Frog,5,193,21.0,in_phys,naked_PA0,0,,21,,1.0,21
25,Giant Frog,5,193,21.0,in_phys,light_PA20,0,,21,,1.0,17
25,Giant Frog,5,193,21.0,in_phys,heavy_PA40,0,,21,,1.0,13
25,Giant Frog,5,193,21.0,in_phys,heavy_Merien5_PA45,0,,21,,1.0,12
25,Giant Frog,5,193,21.0,in_phys,heavy_Merien10_PA50,0,,21,,1.0,11
25,Giant Frog,5,193,21.0,in_phys,stack_PA70,0,,21,,1.0,7
25,Giant Frog,5,193,21.0,in_phys,cap_PA80,0,,21,,1.0,5
25,Giant Frog,5,193,21.0,out_magic,bare,50,97,69.1,70,1.524,
25,Giant Frog,5,193,21.0,out_magic,MS20,50,97,69.1,70,1.524,
25,Giant Frog,5,193,21.0,out_magic,MS22_HR50,50,97,69.1,70,1.524,
25,Giant Frog,5,193,21.0,out_magic,MS22_HR91,50,97,69.1,70,1.524,
25,Giant Frog,5,193,21.0,out_magic,ZW20,50,97,86.4,88,1.524,
25,Giant Frog,5,193,21.0,out_magic,ZW20_HeroMage,50,97,91.4,93,1.524,
25,Giant Frog,5,193,21.0,out_magic,bare_HeroMage,50,97,73.1,74,1.524,
25,Giant Frog,5,193,21.0,out_phys,bare_hand,50,79,13.0,13,1.524,
25,Giant Frog,5,193,21.0,out_phys,LongSword+2,50,79,8.7,9,1.524,
25,Giant Frog,5,193,21.0,out_phys,GiantSword,50,79,18.6,19,1.524,
25,Giant Frog,5,193,21.0,out_phys,GS_Hero,50,89,23.6,24,1.524,
